time,seconds_elapsed,z,y,x
1676187988781115000,0.045114990234375,0.20967267800569533,-0.005669862329959869,-0.043476445893943304
1676187988791166000,0.055166015625,0.13389292213916779,-0.03158814744055271,-0.10825433075278997
1676187988801216800,0.065216796875,-0.035952772390842436,-0.038916882893443104,-0.10182488222718238
1676187988811267800,0.075267822265625,-0.16890739076659084,-0.028667876079678533,0.012071564332116395
1676187988821319000,0.08531884765625,-0.2824922688923776,0.007332827106118202,0.08941170138316229
1676187988831369700,0.09536962890625,-0.3574992868207395,-0.018354571858048438,0.08896980283455923
1676187988841419800,0.105419677734375,-0.41680093222558495,-0.02467968322634697,0.09684446346610784
1676187988851470600,0.115470703125,-0.3953247212156653,-0.029006898775696753,0.11200434920238331
1676187988861521700,0.125521728515625,-0.23595248990505932,-0.02777881828546524,0.07831046165423468
1676187988871572700,0.13557275390625,-0.021693214761465785,-0.014274609068036079,0.07466304506259039
1676187988881623800,0.145623779296875,0.14801789360344408,-0.0025192893445491788,0.12293781288266181
1676187988891675000,0.1556748046875,0.19500468570590018,-0.0021849428236484524,0.12954787867218256
1676187988901725700,0.1657255859375,0.09751666363924741,-0.032391865038871766,0.14300326204551383
1676187988911776800,0.17577685546875,-0.0746047207377851,-0.060678632846474644,0.10289486781256273
1676187988921826800,0.185826904296875,-0.22314619982391595,-0.07644026560187339,0.051721437675226474
1676187988931878000,0.1958779296875,-0.2526280226349831,-0.07163432662487029,-0.03310468948334455
1676187988941929000,0.205928955078125,-0.19730171060189602,-0.0380371774494648,-0.0793286622534506
1676187988951979500,0.2159794921875,-0.1055345504000783,-0.033542788639664645,-0.03316140637295321
1676187988962030600,0.226030517578125,-0.031134996845573186,-0.01476911458671093,0.019585593224037436
1676187988972081700,0.23608154296875,-0.028682489126920698,0.012536825489997863,0.044561318521201605
1676187988982132700,0.2461328125,0.02859495697394013,0.009466916525363921,0.02269641872094944
1676187988992182800,0.256182861328125,0.07503288302198052,0.005820084455609322,-0.007256236472260207
1676187989002233900,0.26623388671875,0.14055296455025673,0.016484686332941055,-0.06661532941907644
1676187989012284700,0.27628466796875,0.09204612327367066,-0.003451601758599281,-0.12692894661175086
1676187989022335700,0.286335693359375,-0.03912774916514754,-0.028697102174162863,-0.1772360787759535
1676187989032386800,0.29638671875,-0.08567249658852816,-0.033038346248865126,-0.18299044105159118
1676187989042438000,0.30643798828125,-0.10142156212329864,-0.013813421297073364,-0.13376900349855422
1676187989052488700,0.31648876953125,-0.05605389565527439,0.01358136610686779,-0.10909048931598662
1676187989062539800,0.326539794921875,-0.014147183296084402,0.05956044247150421,-0.045210722340643404
1676187989072589600,0.336589599609375,-0.024321663568913934,0.09934183323979377,0.02295357181979343
1676187989082640600,0.346640625,-0.06895721637010574,0.10513444516658782,0.034756256082653994
1676187989092691700,0.356691650390625,-0.055149055770039555,0.07236848611831664,-0.012655191172659397
1676187989102742800,0.36674267578125,-0.006845920372009277,0.04746785361766815,-0.0518204958692193
1676187989112793600,0.376793701171875,0.08990195085182785,0.0831716196835041,-0.027238117271196096
1676187989122844700,0.3868447265625,0.15362009752467273,0.09532090716063976,0.06522798498021438
1676187989132895700,0.396895751953125,0.19045652088224888,0.12554185790121555,0.08784399540871381
1676187989142946800,0.40694677734375,0.19274492408037183,0.12611293578743935,0.09646657006442547
1676187989152996900,0.416996826171875,0.20254808682277797,0.10504735140502452,0.08144262220012023
1676187989163047700,0.427047607421875,0.12499416089057921,0.052367900618910786,0.04618073641657829
1676187989173098800,0.4370986328125,0.002190495781600475,0.031234511697292328,0.08711507834596559
1676187989183149800,0.44714990234375,-0.013803776685893535,0.03445288922190666,0.10608369044912978
1676187989193201000,0.457200927734375,0.04072364005446434,0.03285714446306229,0.09154109636098146
1676187989203251700,0.467251708984375,0.061460138612985604,0.05222469275593757,0.1068456329986453
1676187989213302800,0.477302734375,0.032977263711392875,0.043453941801190374,0.08789395376397297
1676187989223353900,0.487353759765625,-0.027938392761349677,0.04106324727237224,0.0665238517433405
1676187989233403600,0.497403564453125,-0.05231763173639774,0.04593348365724086,0.07988836022913455
1676187989243454700,0.507454833984375,-0.06459785211682319,0.029198621955513954,0.13345569976568222
1676187989253505800,0.517505859375,-0.06281842135414481,0.05728899040818214,0.1659291238744743
1676187989263556600,0.527556640625,-0.09390607192665337,0.04093172984719276,0.13521684595299885
1676187989273607700,0.537607666015625,-0.1062766009390354,0.012100187638401984,0.11664894187152385
1676187989283658800,0.54765869140625,-0.15120470694601534,0.010371756410598754,0.12049626494944095
1676187989293709800,0.557709716796875,-0.15790449684560298,-0.02329670443534851,0.1173594282284379
1676187989303760600,0.5677607421875,-0.11141922452449798,-0.038163434177637096,0.12197861246168613
1676187989313811000,0.57781103515625,-0.08553659524917602,-0.029754502272605895,0.14397300212681294
1676187989323861800,0.58786181640625,-0.04736234741657972,-0.030838790377974507,0.20161268740249796
1676187989333912800,0.597912841796875,0.002087766059488058,-0.0022428104907274244,0.3168123620474711
1676187989343964000,0.6079638671875,0.011630962691456078,0.0053010290175676345,0.4122694262757897
1676187989354014700,0.6180146484375,-0.010933920338004827,-0.0010743512332439423,0.46232291247248647
1676187989364065500,0.6280654296875,-0.06529167959988116,-0.01262275020778179,0.4620139926537871
1676187989374116600,0.63811669921875,-0.08016235486492514,-0.03972703023254871,0.4511790026456117
1676187989384167700,0.648167724609375,-0.0709782008036971,-0.049531800410151476,0.4873959789305925
1676187989394217700,0.6582177734375,-0.053995063429325814,-0.047374330115318296,0.5608937613397836
1676187989404268800,0.668268798828125,-0.07849719813168049,-0.05791442883014679,0.5923401622220873
1676187989414319900,0.67831982421875,-0.1119371109187603,-0.05914777001738548,0.6497875580623745
1676187989424370700,0.68837060546875,-0.08609525204524397,-0.09427110584676265,0.6765548612177371
1676187989434421800,0.698421875,-0.09360884254574775,-0.08958382481336594,0.6271136617004871
1676187989444472800,0.708472900390625,-0.12468246459290384,-0.09190963741242886,0.6269146319970488
1676187989454524000,0.71852392578125,-0.08979191460609436,-0.088500121229887,0.7093751808017492
1676187989464574700,0.72857470703125,-0.03730681734830141,-0.1008136593580246,0.6826128460824489
1676187989474624800,0.738624755859375,-0.022578765424340962,-0.14983809476792811,0.6263654736816883
1676187989484675600,0.748675537109375,-0.03940466641038656,-0.18300386678874492,0.6239303554892539
1676187989494726700,0.7587265625,-0.1804290478646755,-0.18130466165542602,0.6597150778368115
1676187989504777700,0.76877783203125,-0.2895509552322328,-0.1309638829499483,0.7096157115593552
1676187989514828800,0.778828857421875,-0.27387933884784577,-0.07723170824050903,0.7952750564053654
1676187989524879600,0.788879638671875,-0.20457798521518705,-0.030546529433131218,0.855265706987679
1676187989534930700,0.7989306640625,-0.21863369083553552,-0.06271569163203239,0.8281234330400824
1676187989544981800,0.808981689453125,-0.2724666955709457,-0.11152560750842094,0.7073831302016973
1676187989555031800,0.81903173828125,-0.30344051050543785,-0.0877636236488819,0.5793237365216016
1676187989565083000,0.829082763671875,-0.2795651293992996,-0.10582125838696955,0.5236760835796594
1676187989575133700,0.8391337890625,-0.1991762723021209,-0.06343757616579532,0.5438251376390457
1676187989585184800,0.849184814453125,-0.11398264527171849,-0.006098901396989822,0.5972746960148215
1676187989595235800,0.85923583984375,0.046102410483360286,0.01664776794016361,0.6417185256361961
1676187989605287000,0.869286865234375,0.217797240011394,0.09500000464320182,0.7052490407824515
1676187989615337700,0.879337646484375,0.26886925560086966,0.08035363965332508,0.7274597035467624
1676187989625388800,0.889388916015625,0.2036006646156311,0.042408232140541076,0.675893182438612
1676187989635438600,0.8994384765625,0.06476327181160449,0.028777766194939613,0.5672969063803553
1676187989645489700,0.90948974609375,-0.048446927782893175,0.023330022183060645,0.423624933026731
1676187989655540700,0.919540771484375,-0.11532850692272185,0.031007132682204244,0.3569809620350599
1676187989665591800,0.929591796875,-0.20931845774054525,0.0509293922483921,0.41180122424215077
1676187989675642600,0.939642578125,-0.2998176438331604,0.10574000984430312,0.44481998900771136
1676187989685694000,0.94969384765625,-0.3139699416957795,0.0941121158927679,0.37148528820574284
1676187989695745000,0.9597451171875,-0.2620306417524814,0.08417465924620628,0.3190846543610096
1676187989705796000,0.969796142578125,-0.2091167976886034,0.06974047570228577,0.26981296619176864
1676187989715847000,0.979846923828125,-0.16877411977574228,0.03458499116897583,0.2092956613868475
1676187989725897000,0.98989697265625,-0.16166384937912226,0.03354571124911308,0.15898118616640566
1676187989735948000,0.999947998046875,-0.11732172656655311,0.04458031548261642,0.10562164416164159
1676187989745999000,1.0099990234375,-0.10155600215792655,0.0504196891605854,0.07753712092787027
1676187989756050200,1.02005029296875,-0.11377250965237617,0.09176935215890407,0.10188684154748916
1676187989766101200,1.030101318359375,-0.1541816769301891,0.14621522809565066,0.06699731447398662
1676187989776151800,1.04015185546875,-0.21405060082897542,0.10886661743223666,0.019803597056004218
1676187989786203000,1.050202880859375,-0.2285560960434377,0.059226680472493166,0.080581310929358
1676187989796254000,1.06025390625,-0.1963859109312296,0.0593430003285408,0.06492226176559925
1676187989806304000,1.070303955078125,-0.10587795701026916,0.046698038288950916,-0.010989596047997475
1676187989816355000,1.08035498046875,-0.06357435428798199,0.05748948141634464,-0.015552373918890952
1676187989826406000,1.090406005859375,-0.04871332363411784,0.0590466477304697,0.07957505649626255
1676187989836457000,1.10045703125,0.010519055926799773,0.10302432114481926,0.13062982868999243
1676187989846508000,1.110508056640625,0.11260580396056175,0.10845277593433857,0.12274988909512757
1676187989856559000,1.12055908203125,0.23481179543733596,0.1100023434638977,0.07686521301567555
1676187989866610200,1.130610107421875,0.31280338213443754,0.06716507225632667,-0.013561200101673603
1676187989876661000,1.140660888671875,0.29982699618339537,0.058063481912016865,-0.08681494462192058
1676187989886711000,1.1507109375,0.18069748954251408,0.04166238220930099,-0.0782069830134511
1676187989896761900,1.160761962890625,-0.008237520860880613,0.034247137516736983,0.035086506383749654
1676187989906813000,1.17081298828125,-0.1759922344610095,0.025796120035648344,0.11606500450372695
1676187989916864000,1.180864013671875,-0.2554476101003587,0.05722060134708881,0.14789017557054757
1676187989926914800,1.190914794921875,-0.18354688762426374,0.0688981796592474,0.06618804391771554
1676187989936966000,1.2009658203125,-0.027599808456748722,0.0727934335321188,0.021301726659270933
1676187989947017000,1.211016845703125,0.058799541101604694,0.08378010697066783,0.04022883770826738
1676187989957068000,1.221068115234375,0.04217296207994222,0.11215338401794434,0.08782850557863711
1676187989967118000,1.2311181640625,-0.034983050575852395,0.11595336082279681,0.06513911938667297
1676187989977169200,1.241169189453125,-0.1390143568061292,0.08350070550739765,0.0238891128039686
1676187989987220000,1.251219970703125,-0.2000321584790945,0.10224632250964641,-0.017040566650032996
1676187989997271000,1.26127099609375,-0.22071780363321303,0.09023615124225616,-0.05783434933125972
1676187990007322000,1.271322021484375,-0.18596710050851106,0.07109890457391739,-0.11248013175427914
1676187990017373200,1.281373291015625,-0.10341185915768146,0.09131810126006602,-0.20185469773113726
1676187990027424000,1.291424072265625,0.012579495587944984,0.08129530441761017,-0.13005845854282377
1676187990037475000,1.30147509765625,0.037110125732421874,0.13392565536499024,0.016493454161286353
1676187990047526100,1.311526123046875,-0.012403262238204479,0.14003390911221503,0.05934943006932735
1676187990057576000,1.321575927734375,-0.06452580979391932,0.1350473528712988,0.0023418863802071427
1676187990067627000,1.331626953125,-0.06066606562584638,0.1300187110543251,-0.03099514998346567
1676187990077678000,1.341677978515625,-0.05206044210493564,0.12607377282083035,-0.0355164268001914
1676187990087729000,1.35172900390625,-0.04155073852837086,0.1460743583202362,-0.04452361685931682
1676187990097780000,1.361780029296875,-0.021090426562726496,0.20114099650382994,0.04119739504605532
1676187990107831000,1.3718310546875,-0.02256780563890934,0.20497429105639456,0.07968845374286174
1676187990117882000,1.381882080078125,0.009759469731152057,0.19135960720181464,0.06521218918946106
1676187990127933000,1.391932861328125,0.08571545894742011,0.17399813803434372,0.05108107567876577
1676187990137983000,1.40198291015625,0.1591387148156762,0.14082652079463004,-0.00891424194551073
1676187990148034000,1.412033935546875,0.18121464528441428,0.11598550952672958,0.007231120297312736
1676187990158085000,1.422085205078125,0.1861773822583258,0.1400315710246563,-0.003878001343971118
1676187990168136200,1.43213623046875,0.16667261745184658,0.13227613459229468,-0.03273878791355528
1676187990178187000,1.44218701171875,0.10462956438437103,0.12298632819950579,-0.07671001332080922
1676187990188237800,1.45223779296875,0.02556757197678089,0.08405424773693085,-0.0695145579919219
1676187990198289000,1.462288818359375,-0.08017726017311215,0.06600830343663693,-0.08997074177172035
1676187990208340000,1.472340087890625,-0.01829538901671767,0.06505670180022716,-0.2309401964346878
1676187990218390000,1.48239013671875,0.06070844346284866,0.06153145028352737,-0.2438467502862215
1676187990228441000,1.492441162109375,0.03345511035621166,0.08816577470898627,-0.16162468641251324
1676187990238492000,1.502491943359375,-0.047968788877129555,0.09313070363998413,-0.019234861823916434
1676187990248543000,1.51254296875,-0.08432546589374541,0.09188976366817951,0.029219372482597827
1676187990258594000,1.522593994140625,-0.04422141904234886,0.07556582085490227,-0.02878010428249836
1676187990268645000,1.53264501953125,0.003144873896986246,0.05682780263721943,-0.0016763905133120715
1676187990278696000,1.542696044921875,0.06618424452543259,0.09555120878517627,0.020398060384392736
1676187990288747000,1.5527470703125,0.10304098001867532,0.11048866567611694,0.0036213688349351287
1676187990298796800,1.562796875,0.027726211315393445,0.07397241418361664,-0.02995733136832714
1676187990308847900,1.572847900390625,-0.08783844245076179,0.03083177611529827,-0.13394523684829474
1676187990318899000,1.58289892578125,-0.20296938097476958,-0.012981062126159668,-0.1480132174283266
1676187990328950000,1.592949951171875,-0.2589700851380825,-0.04514905528128147,-0.15938012235611676
1676187990339000800,1.603000732421875,-0.2632873638153076,-0.06296235986948014,-0.18694442110806703
1676187990349052000,1.613052001953125,-0.25114026829525826,-0.05696633432507515,-0.12423804529365151
1676187990359103000,1.62310302734375,-0.2776337229453027,-0.0264081144541502,0.01792732288930565
1676187990369154000,1.633154052734375,-0.27594430855363605,-0.016801497197151183,0.09028587213549763
1676187990379204000,1.6432041015625,-0.23479542882442472,-0.0006704466074705124,0.05013648830503225
1676187990389255200,1.653255126953125,-0.24080387545898554,-0.021691022804379463,-0.03358684697709977
1676187990399306000,1.663305908203125,-0.29684578841552134,-0.03798164786994457,-0.06257449306305497
1676187990409357000,1.673357177734375,-0.3158335436105728,-0.023196751192212102,-0.08000701817274093
1676187990419408100,1.683408203125,-0.2406327566757798,-0.008470891225337982,-0.12022596010807901
1676187990429459200,1.693459228515625,-0.16097265224456786,-0.029706571477651593,-0.17852555233091114
1676187990439510000,1.703510009765625,-0.1739776797682047,-0.04198153116106987,-0.19884967069625853
1676187990449561000,1.71356103515625,-0.18842706088125705,-0.05544073219299316,-0.20536855107098817
1676187990459612000,1.72361181640625,-0.12156038704961537,-0.051966334080696105,-0.20265984010156243
1676187990469662000,1.733661865234375,-0.022243249859660863,-0.024101591077446936,-0.21635694154258817
1676187990479713000,1.743713134765625,0.02251724449545145,0.0071533788859844205,-0.19180709524098782
1676187990489764000,1.75376416015625,-0.06215835001021623,0.0027840777605772017,-0.12605689475126564
1676187990499815000,1.76381494140625,-0.15728198103308677,-0.03002221329808235,-0.09483838434070348
1676187990509866000,1.773865966796875,-0.19498831909298894,-0.0018587796092033385,-0.10676263089030981
1676187990519917000,1.7839169921875,-0.2338333057940006,0.018279753056168555,-0.13559709570854903
1676187990529968000,1.793968017578125,-0.34450025064647194,-0.011951134556531906,-0.09678630353808403
1676187990540019000,1.80401904296875,-0.37234219729602336,0.03582242400944233,-0.11486322749853134
1676187990550069000,1.814069091796875,-0.38059447733461854,0.015218611919879912,-0.17506313691735267
1676187990560120000,1.8241201171875,-0.38042116659432645,-0.004060089045763015,-0.24747495072074233
1676187990570171100,1.834171142578125,-0.3755849786095321,0.02077390795946121,-0.30422694817539303
1676187990580222000,1.844221923828125,-0.27903905969858167,-0.009081716600060463,-0.328272753944993
1676187990590273000,1.85427294921875,-0.09736994864493607,-0.007188450199365615,-0.29172705716229974
1676187990600323800,1.86432373046875,0.10173866524845361,0.006144494104385376,-0.20007300194613634
1676187990610375000,1.874375,0.23281273057460783,0.04991349320411682,-0.13814590340852737
1676187990620426000,1.884426025390625,0.2735398777604103,0.04774842412471771,-0.20004706378728151
1676187990630476000,1.89447607421875,0.2031260328412056,0.06191665020883083,-0.2418924013480544
1676187990640527000,1.904527099609375,0.04920402976050973,0.044399698218703265,-0.2591188094263896
1676187990650578000,1.914577880859375,-0.14429653499275444,0.023918635725975034,-0.31843912299908694
1676187990660629000,1.92462890625,-0.25029694933891294,-0.009546411502361298,-0.36672406515330075
1676187990670680000,1.93468017578125,-0.24521818476989865,-0.0030512042641639707,-0.33072007403187453
1676187990680730400,1.94473046875,-0.19638795675784348,-0.00963818143904209,-0.2226517308378592
1676187990690781400,1.954781494140625,-0.08945522999763489,0.044566286957263945,-0.09561842880249023
1676187990700832300,1.964832275390625,-0.022943653213977813,0.08326222057640552,0.0020925883650779725
1676187990710882300,1.97488232421875,0.003972410762310028,0.0821475373327732,-0.037951252731680866
1676187990720933400,1.984933349609375,-0.0541886863052845,0.08771393928825855,-0.12967881157547234
1676187990730984400,1.994984375,-0.13567688294649125,0.08566752815246581,-0.20100480290353298
1676187990741035300,2.00503515625,-0.1927811644375324,0.07979600577056407,-0.29220453848093747
1676187990751086300,2.01508642578125,-0.24975334398150442,0.06784428669214249,-0.3274970933973789
1676187990761137200,2.02513720703125,-0.22919161746799943,0.08101590295433998,-0.31506343602091075
1676187990771188200,2.035188232421875,-0.23761340885460375,0.0937070422232151,-0.21497721415460108
1676187990781239300,2.0452392578125,-0.2230675816297531,0.12835048558115958,-0.09967501071691512
1676187990791290400,2.055290283203125,-0.19797610273212193,0.17263386394381522,-0.058263351865671574
